year,age,age_start,age_width,sex,cod,px
1925,<1,0,1,female,Circulatory diseases,0.01275
1925,<1,0,1,female,Congenital anomalies,0.00502
1925,<1,0,1,female,Digestive diseases,0.02949
1925,<1,0,1,female,External,0.00754
1925,<1,0,1,female,Ill-defined,0.13678
1925,<1,0,1,female,Infections,0.15825
1925,<1,0,1,female,Neoplasms,0.00022
1925,<1,0,1,female,Other,0.37450
1925,<1,0,1,female,Perinatal conditions,0.10918
1925,<1,0,1,female,Respiratory diseases,0.16627
1925,1-4,1,4,female,Circulatory diseases,0.01629
1925,1-4,1,4,female,Congenital anomalies,0.00236
1925,1-4,1,4,female,Digestive diseases,0.02892
1925,1-4,1,4,female,External,0.04822
1925,1-4,1,4,female,Ill-defined,0.12195
1925,1-4,1,4,female,Infections,0.24047
1925,1-4,1,4,female,Neoplasms,0.00114
1925,1-4,1,4,female,Other,0.25293
1925,1-4,1,4,female,Perinatal conditions,0.00448
1925,1-4,1,4,female,Respiratory diseases,0.28324
1925,5-9,5,5,female,Circulatory diseases,0.04486
1925,5-9,5,5,female,Congenital anomalies,0.00096
1925,5-9,5,5,female,Digestive diseases,0.02820
1925,5-9,5,5,female,External,0.08267
1925,5-9,5,5,female,Ill-defined,0.07690
1925,5-9,5,5,female,Infections,0.29926
1925,5-9,5,5,female,Neoplasms,0.00449
1925,5-9,5,5,female,Other,0.30984
1925,5-9,5,5,female,Perinatal conditions,0.00160
1925,5-9,5,5,female,Respiratory diseases,0.15123
1925,10-14,10,5,female,Circulatory diseases,0.07447
1925,10-14,10,5,female,Congenital anomalies,0.00158
1925,10-14,10,5,female,Digestive diseases,0.03282
1925,10-14,10,5,female,External,0.05964
1925,10-14,10,5,female,Ill-defined,0.06564
1925,10-14,10,5,female,Infections,0.37204
1925,10-14,10,5,female,Neoplasms,0.00694
1925,10-14,10,5,female,Other,0.30104
1925,10-14,10,5,female,Perinatal conditions,0.00095
1925,10-14,10,5,female,Respiratory diseases,0.08488
1925,15-19,15,5,female,Circulatory diseases,0.04802
1925,15-19,15,5,female,Congenital anomalies,0.00095
1925,15-19,15,5,female,Digestive diseases,0.01850
1925,15-19,15,5,female,External,0.04720
1925,15-19,15,5,female,Ill-defined,0.07400
1925,15-19,15,5,female,Infections,0.50578
1925,15-19,15,5,female,Neoplasms,0.00395
1925,15-19,15,5,female,Other,0.23140
1925,15-19,15,5,female,Perinatal conditions,0.00068
1925,15-19,15,5,female,Respiratory diseases,0.06951
1925,20-24,20,5,female,Circulatory diseases,0.04948
1925,20-24,20,5,female,Congenital anomalies,0.00021
1925,20-24,20,5,female,Digestive diseases,0.02169
1925,20-24,20,5,female,External,0.05227
1925,20-24,20,5,female,Ill-defined,0.07148
1925,20-24,20,5,female,Infections,0.50108
1925,20-24,20,5,female,Neoplasms,0.00506
1925,20-24,20,5,female,Other,0.23148
1925,20-24,20,5,female,Perinatal conditions,0.00114
1925,20-24,20,5,female,Respiratory diseases,0.06611
1925,25-29,25,5,female,Circulatory diseases,0.07368
1925,25-29,25,5,female,Congenital anomalies,0.00108
1925,25-29,25,5,female,Digestive diseases,0.02315
1925,25-29,25,5,female,External,0.06156
1925,25-29,25,5,female,Ill-defined,0.06697
1925,25-29,25,5,female,Infections,0.45310
1925,25-29,25,5,female,Neoplasms,0.00963
1925,25-29,25,5,female,Other,0.25035
1925,25-29,25,5,female,Perinatal conditions,0.00141
1925,25-29,25,5,female,Respiratory diseases,0.05907
1925,30-34,30,5,female,Circulatory diseases,0.09857
1925,30-34,30,5,female,Congenital anomalies,0.00046
1925,30-34,30,5,female,Digestive diseases,0.03509
1925,30-34,30,5,female,External,0.06487
1925,30-34,30,5,female,Ill-defined,0.08056
1925,30-34,30,5,female,Infections,0.36796
1925,30-34,30,5,female,Neoplasms,0.03012
1925,30-34,30,5,female,Other,0.24861
1925,30-34,30,5,female,Perinatal conditions,0.00115
1925,30-34,30,5,female,Respiratory diseases,0.07260
1925,35-39,35,5,female,Circulatory diseases,0.11525
1925,35-39,35,5,female,Congenital anomalies,0.00044
1925,35-39,35,5,female,Digestive diseases,0.04946
1925,35-39,35,5,female,External,0.06590
1925,35-39,35,5,female,Ill-defined,0.08402
1925,35-39,35,5,female,Infections,0.30762
1925,35-39,35,5,female,Neoplasms,0.05146
1925,35-39,35,5,female,Other,0.25172
1925,35-39,35,5,female,Perinatal conditions,0.00122
1925,35-39,35,5,female,Respiratory diseases,0.07291
1925,40-44,40,5,female,Circulatory diseases,0.15898
1925,40-44,40,5,female,Congenital anomalies,0.00029
1925,40-44,40,5,female,Digestive diseases,0.05884
1925,40-44,40,5,female,External,0.07101
1925,40-44,40,5,female,Ill-defined,0.06862
1925,40-44,40,5,female,Infections,0.23412
1925,40-44,40,5,female,Neoplasms,0.09315
1925,40-44,40,5,female,Other,0.23805
1925,40-44,40,5,female,Perinatal conditions,0.00077
1925,40-44,40,5,female,Respiratory diseases,0.07619
1925,45-49,45,5,female,Circulatory diseases,0.19438
1925,45-49,45,5,female,Congenital anomalies,0.00008
1925,45-49,45,5,female,Digestive diseases,0.07077
1925,45-49,45,5,female,External,0.07954
1925,45-49,45,5,female,Ill-defined,0.07582
1925,45-49,45,5,female,Infections,0.15726
1925,45-49,45,5,female,Neoplasms,0.11418
1925,45-49,45,5,female,Other,0.22993
1925,45-49,45,5,female,Perinatal conditions,0.00025
1925,45-49,45,5,female,Respiratory diseases,0.07780
1925,50-54,50,5,female,Circulatory diseases,0.24340
1925,50-54,50,5,female,Congenital anomalies,0.00007
1925,50-54,50,5,female,Digestive diseases,0.07002
1925,50-54,50,5,female,External,0.05678
1925,50-54,50,5,female,Ill-defined,0.10967
1925,50-54,50,5,female,Infections,0.10214
1925,50-54,50,5,female,Neoplasms,0.11639
1925,50-54,50,5,female,Other,0.22270
1925,50-54,50,5,female,Perinatal conditions,0.00013
1925,50-54,50,5,female,Respiratory diseases,0.07869
1925,55-59,55,5,female,Circulatory diseases,0.27587
1925,55-59,55,5,female,Congenital anomalies,0.00006
1925,55-59,55,5,female,Digestive diseases,0.06191
1925,55-59,55,5,female,External,0.04296
1925,55-59,55,5,female,Ill-defined,0.11110
1925,55-59,55,5,female,Infections,0.07083
1925,55-59,55,5,female,Neoplasms,0.12103
1925,55-59,55,5,female,Other,0.22326
1925,55-59,55,5,female,Perinatal conditions,0.00006
1925,55-59,55,5,female,Respiratory diseases,0.09293
1925,60-64,60,5,female,Circulatory diseases,0.31160
1925,60-64,60,5,female,Congenital anomalies,0.00000
1925,60-64,60,5,female,Digestive diseases,0.04913
1925,60-64,60,5,female,External,0.04274
1925,60-64,60,5,female,Ill-defined,0.11241
1925,60-64,60,5,female,Infections,0.04675
1925,60-64,60,5,female,Neoplasms,0.10460
1925,60-64,60,5,female,Other,0.22791
1925,60-64,60,5,female,Perinatal conditions,0.00021
1925,60-64,60,5,female,Respiratory diseases,0.10465
1925,65-69,65,5,female,Circulatory diseases,0.34995
1925,65-69,65,5,female,Congenital anomalies,0.00003
1925,65-69,65,5,female,Digestive diseases,0.03893
1925,65-69,65,5,female,External,0.03234
1925,65-69,65,5,female,Ill-defined,0.15332
1925,65-69,65,5,female,Infections,0.02744
1925,65-69,65,5,female,Neoplasms,0.08590
1925,65-69,65,5,female,Other,0.19199
1925,65-69,65,5,female,Perinatal conditions,0.00010
1925,65-69,65,5,female,Respiratory diseases,0.12000
1925,70-74,70,5,female,Circulatory diseases,0.35187
1925,70-74,70,5,female,Congenital anomalies,0.00003
1925,70-74,70,5,female,Digestive diseases,0.02987
1925,70-74,70,5,female,External,0.02253
1925,70-74,70,5,female,Ill-defined,0.18691
1925,70-74,70,5,female,Infections,0.01705
1925,70-74,70,5,female,Neoplasms,0.06085
1925,70-74,70,5,female,Other,0.18467
1925,70-74,70,5,female,Perinatal conditions,0.00005
1925,70-74,70,5,female,Respiratory diseases,0.14617
1925,75-79,75,5,female,Circulatory diseases,0.31758
1925,75-79,75,5,female,Congenital anomalies,0.00002
1925,75-79,75,5,female,Digestive diseases,0.02124
1925,75-79,75,5,female,External,0.01722
1925,75-79,75,5,female,Ill-defined,0.26549
1925,75-79,75,5,female,Infections,0.00946
1925,75-79,75,5,female,Neoplasms,0.03958
1925,75-79,75,5,female,Other,0.17371
1925,75-79,75,5,female,Perinatal conditions,0.00012
1925,75-79,75,5,female,Respiratory diseases,0.15558
1925,80-84,80,5,female,Circulatory diseases,0.26431
1925,80-84,80,5,female,Congenital anomalies,0.00000
1925,80-84,80,5,female,Digestive diseases,0.01314
1925,80-84,80,5,female,External,0.01102
1925,80-84,80,5,female,Ill-defined,0.37628
1925,80-84,80,5,female,Infections,0.00602
1925,80-84,80,5,female,Neoplasms,0.02287
1925,80-84,80,5,female,Other,0.15477
1925,80-84,80,5,female,Perinatal conditions,0.00000
1925,80-84,80,5,female,Respiratory diseases,0.15158
1925,85-89,85,5,female,Circulatory diseases,0.21783
1925,85-89,85,5,female,Congenital anomalies,0.00000
1925,85-89,85,5,female,Digestive diseases,0.00925
1925,85-89,85,5,female,External,0.01021
1925,85-89,85,5,female,Ill-defined,0.46149
1925,85-89,85,5,female,Infections,0.00471
1925,85-89,85,5,female,Neoplasms,0.01369
1925,85-89,85,5,female,Other,0.15076
1925,85-89,85,5,female,Perinatal conditions,0.00005
1925,85-89,85,5,female,Respiratory diseases,0.13199
1925,90-94,90,5,female,Circulatory diseases,0.17075
1925,90-94,90,5,female,Congenital anomalies,0.00000
1925,90-94,90,5,female,Digestive diseases,0.00620
1925,90-94,90,5,female,External,0.00930
1925,90-94,90,5,female,Ill-defined,0.54865
1925,90-94,90,5,female,Infections,0.00294
1925,90-94,90,5,female,Neoplasms,0.00881
1925,90-94,90,5,female,Other,0.14071
1925,90-94,90,5,female,Perinatal conditions,0.00000
1925,90-94,90,5,female,Respiratory diseases,0.11263
1925,95-99,95,5,female,Circulatory diseases,0.13118
1925,95-99,95,5,female,Congenital anomalies,0.00000
1925,95-99,95,5,female,Digestive diseases,0.00706
1925,95-99,95,5,female,External,0.00605
1925,95-99,95,5,female,Ill-defined,0.61150
1925,95-99,95,5,female,Infections,0.00807
1925,95-99,95,5,female,Neoplasms,0.00303
1925,95-99,95,5,female,Other,0.12614
1925,95-99,95,5,female,Perinatal conditions,0.00000
1925,95-99,95,5,female,Respiratory diseases,0.10696
1925,100+,100,5,female,Circulatory diseases,0.16418
1925,100+,100,5,female,Congenital anomalies,0.00000
1925,100+,100,5,female,Digestive diseases,0.00000
1925,100+,100,5,female,External,0.00000
1925,100+,100,5,female,Ill-defined,0.62687
1925,100+,100,5,female,Infections,0.00000
1925,100+,100,5,female,Neoplasms,0.00000
1925,100+,100,5,female,Other,0.14925
1925,100+,100,5,female,Perinatal conditions,0.00000
